crime_id,crime_type,district,police_station,crime_date,crime_time,latitude,longitude,suspect_id,victim_id,weapon_used,modus_operandi,severity,status
CR05184,Theft,Mangaluru,Boloor,2024-04-10,17:13,12.878488,74.897904,S4378,V5614,Mobile,Pickpocketing,3,Investigation
CR05185,Drug Offence,Shivamogga,Salem,2022-06-03,04:50,13.917343,75.586888,S2972,V5685,Crowbar,Forced entry,3,Open
CR05186,Domestic Violence,Ballari,Karnataka,2023-08-08,10:51,15.182235,76.926162,S3284,V8812,Rope,Hit and run,1,Open
CR05187,Robbery,Ballari,Shantinagar,2023-12-21,18:46,15.163608,76.92776,S4111,V7226,Mobile,Bribery,1,Open
CR05188,Kidnapping,Belagavi,Sammathal,2023-03-28,07:36,15.808379,74.463264,S4518,V5209,Poison,Scam call,4,Cold Case
CR05189,Kidnapping,Kalaburagi,College Road,2023-08-19,05:39,17.334954,76.853026,S3642,V8448,Crowbar,Forced entry,3,Arrested
CR05190,Domestic Violence,Kalaburagi,College Road,2022-10-20,07:39,17.346588,76.876865,S4794,V8200,None,Bribery,5,Closed
CR05191,Theft,Hubballi-Dharwad,Bharat,2023-03-23,19:13,15.372112,75.082896,S2082,V5208,Bat,Hit and run,2,Closed
CR05192,Vehicle Theft,Belagavi,Sammathal,2023-11-26,21:37,15.851832,74.48199,S3548,V5375,Crowbar,Kidnap and ransom,2,Open
CR05193,Robbery,Mysuru,VV Mohalla,2022-08-12,09:17,12.34031,76.598076,S3976,V7881,Stolen Vehicle,Forced entry,5,Investigation
CR05194,Drug Offence,Mysuru,Gokulam,2022-04-17,20:18,12.308826,76.668127,S3440,V8718,Bat,Forced entry,5,Closed
CR05195,Theft,Ballari,Sampangi,2023-05-30,16:04,15.142128,76.882667,S4538,V5788,Stolen Vehicle,Kidnap and ransom,5,Closed
CR05196,Assault,Kalaburagi,Station Road,2023-02-23,12:00,17.304006,76.836746,S2306,V6780,Rope,Cyber intrusion,4,Arrested
CR05197,Drug Offence,Bengaluru Urban,Majestic,2022-07-23,11:28,12.979612,77.551741,S1101,V7018,Rope,Domestic quarrel,5,Open
CR05198,Drug Offence,Hubballi-Dharwad,Gokul Road,2024-07-10,18:02,15.320996,75.148278,S4971,V6631,Crowbar,Bribery,5,Cold Case
CR05199,Burglary,Bengaluru Urban,Central,2024-09-03,02:21,12.940422,77.595014,S1869,V8693,Stolen Vehicle,Hit and run,5,Investigation
CR05200,Burglary,Shivamogga,Nagara,2024-05-18,00:12,13.909606,75.540628,S4616,V6413,Bat,Home invasion,3,Open
CR05201,Vehicle Theft,Tumakuru,Vidyaranyapuram,2023-05-19,09:04,13.306216,77.116108,S4275,V6659,Mobile,Pickpocketing,5,Closed
CR05202,Kidnapping,Vijayapura,Old City,2022-06-27,09:10,16.832516,75.69786,S1055,V6315,Stolen Vehicle,Home invasion,2,Investigation
CR05203,Kidnapping,Hubballi-Dharwad,Gabburda,2022-10-27,16:57,15.328196,75.095966,S4199,V6304,None,Pickpocketing,4,Cold Case
CR05204,Cyber Fraud,Belagavi,Sammathal,2024-02-13,15:39,15.863513,74.478416,S2947,V5172,Mobile,Domestic quarrel,4,Closed
CR05205,Burglary,Bengaluru Urban,Majestic,2023-07-21,02:22,12.940033,77.6298,S3504,V6631,Knife,Forced entry,4,Open
CR05206,Murder,Shivamogga,Nagara,2024-10-21,21:20,13.918692,75.564607,S4133,V5954,None,Hit and run,3,Closed
CR05207,Drug Offence,Mangaluru,Pandeshwar,2022-12-01,12:55,12.907879,74.856004,S3079,V5378,Poison,Scam call,2,Closed
CR05208,Assault,Shivamogga,Pinjrapole,2023-05-08,00:35,13.945764,75.578016,S3794,V6176,Bat,Kidnap and ransom,1,Closed
CR05209,Kidnapping,Ballari,Sampangi,2022-09-09,15:38,15.122396,76.92552,S1411,V5378,Crowbar,Pickpocketing,3,Closed
CR05210,Assault,Belagavi,Shahu Nagar,2022-10-28,17:41,15.808012,74.515026,S3905,V6513,Stolen Vehicle,Kidnap and ransom,3,Closed
CR05211,Robbery,Hubballi-Dharwad,Gokul Road,2023-03-18,15:12,15.360809,75.094267,S1140,V7785,Crowbar,Cyber intrusion,5,Arrested
CR05212,Murder,Ballari,Karnataka,2022-03-11,16:34,15.166892,76.913239,S3916,V8839,Mobile,Forced entry,1,Arrested
CR05213,Domestic Violence,Mangaluru,Boloor,2022-10-01,14:29,12.927077,74.871139,S2506,V6421,Unknown,Hit and run,3,Open
CR05214,Vehicle Theft,Hubballi-Dharwad,Gokul Road,2023-06-21,23:56,15.344368,75.102722,S4865,V5101,Bat,Kidnap and ransom,5,Closed
CR05215,Kidnapping,Kalaburagi,College Road,2024-08-02,00:05,17.343464,76.816756,S4371,V7582,None,Pickpocketing,3,Investigation
CR05216,Assault,Hubballi-Dharwad,Bharat,2024-02-21,20:50,15.391428,75.091518,S1705,V7856,Rope,Scam call,5,Arrested
CR05217,Burglary,Bengaluru Urban,Koramangala,2024-03-18,10:20,12.97459,77.629797,S1966,V7573,None,Bribery,3,Investigation
CR05218,Drug Offence,Belagavi,Nipani,2024-11-02,03:12,15.871343,74.486051,S1169,V6913,Poison,Pickpocketing,3,Investigation
CR05219,Kidnapping,Hubballi-Dharwad,Gokul Road,2024-09-13,00:43,15.337914,75.150289,S1873,V5096,Mobile,Home invasion,4,Open
CR05220,Drug Offence,Bengaluru Urban,Koramangala,2022-03-07,00:30,13.00747,77.57108,S3727,V5034,Firearm,Home invasion,5,Closed
CR05221,Cyber Fraud,Vijayapura,Nehru Road,2024-09-04,06:43,16.794185,75.72412,S3925,V7465,Stolen Vehicle,Forced entry,5,Closed
CR05222,Theft,Mysuru,Chamraj,2023-07-11,12:40,12.325275,76.663932,S1195,V8927,Poison,Kidnap and ransom,3,Closed
CR05223,Cyber Fraud,Belagavi,Shahu Nagar,2024-03-14,07:47,15.842827,74.531065,S2853,V7949,Poison,Domestic quarrel,1,Cold Case
CR05224,Theft,Hubballi-Dharwad,Bharat,2022-03-20,13:19,15.337039,75.158544,S3408,V6924,Bat,Kidnap and ransom,1,Closed
CR05225,Domestic Violence,Mysuru,Gokulam,2023-03-15,14:11,12.274018,76.604834,S1552,V6711,Rope,Domestic quarrel,4,Arrested
CR05226,Robbery,Hubballi-Dharwad,Bharat,2023-05-21,23:35,15.382316,75.115657,S3024,V5075,Stolen Vehicle,Hit and run,1,Closed
CR05227,Domestic Violence,Shivamogga,Salem,2024-10-03,10:39,13.930375,75.537344,S1105,V5461,Stolen Vehicle,Kidnap and ransom,4,Closed
CR05228,Domestic Violence,Mangaluru,Kankanady,2022-08-28,15:39,12.946067,74.837013,S3391,V6109,Bat,Domestic quarrel,1,Open
CR05229,Domestic Violence,Hubballi-Dharwad,Gokul Road,2024-04-14,04:04,15.33226,75.129275,S1239,V7666,Firearm,Bribery,3,Arrested
CR05230,Drug Offence,Ballari,Karnataka,2024-11-15,16:11,15.1098,76.911357,S3795,V7173,Firearm,Kidnap and ransom,3,Open
CR05231,Burglary,Ballari,Karnataka,2024-05-07,00:34,15.102127,76.945169,S3754,V6075,Crowbar,Pickpocketing,1,Closed
CR05232,Cyber Fraud,Shivamogga,Salem,2022-07-21,20:42,13.929417,75.558558,S3114,V6564,Crowbar,Hit and run,1,Cold Case
CR05233,Cyber Fraud,Hubballi-Dharwad,Gabburda,2024-07-07,02:36,15.338978,75.139297,S1353,V5727,Rope,Domestic quarrel,2,Cold Case
CR05234,Kidnapping,Mysuru,Gokulam,2023-02-28,18:20,12.336237,76.613169,S4396,V7416,Stolen Vehicle,Bribery,2,Closed
CR05235,Assault,Mangaluru,Boloor,2024-03-14,22:42,12.899717,74.854392,S4219,V6778,Rope,Forced entry,1,Open
CR05236,Theft,Mangaluru,Boloor,2022-05-30,23:21,12.929694,74.874441,S1907,V8467,Stolen Vehicle,Forced entry,1,Cold Case
CR05237,Drug Offence,Kalaburagi,Station Road,2024-01-04,08:16,17.374602,76.809278,S2843,V6602,Knife,Scam call,2,Cold Case
CR05238,Murder,Belagavi,Sammathal,2023-08-21,11:36,15.843215,74.531618,S3458,V6664,Knife,Bribery,2,Cold Case
CR05239,Assault,Ballari,Sampangi,2022-10-06,19:45,15.110679,76.920835,S4386,V8170,Poison,Bribery,5,Cold Case
CR05240,Kidnapping,Tumakuru,Chitradurga Road,2024-06-15,07:46,13.339146,77.087493,S3077,V8813,Crowbar,Forced entry,4,Open
CR05241,Kidnapping,Bengaluru Urban,Koramangala,2023-05-07,05:01,13.001695,77.576284,S3940,V6512,Rope,Pickpocketing,1,Open
CR05242,Assault,Belagavi,Sammathal,2024-09-17,09:12,15.827651,74.494048,S3451,V7573,Bat,Scam call,3,Closed
CR05243,Assault,Vijayapura,Old City,2023-10-02,17:42,16.790574,75.751906,S2444,V7290,Mobile,Cyber intrusion,3,Open
CR05244,Robbery,Bengaluru Urban,Jayanagar,2023-08-14,16:26,12.956182,77.613067,S3133,V5331,Unknown,Hit and run,5,Cold Case
CR05245,Kidnapping,Hubballi-Dharwad,Gabburda,2023-12-07,05:41,15.33444,75.157664,S2154,V6311,Bat,Pickpocketing,5,Arrested
CR05246,Assault,Kalaburagi,College Road,2023-04-01,06:53,17.327678,76.878519,S2470,V8756,Bat,Hit and run,4,Cold Case
CR05247,Vehicle Theft,Mysuru,VV Mohalla,2024-03-13,21:02,12.339199,76.650051,S2208,V6728,Unknown,Domestic quarrel,2,Arrested
CR05248,Theft,Hubballi-Dharwad,Bharat,2023-06-09,04:30,15.348429,75.127772,S1513,V6475,Crowbar,Domestic quarrel,5,Investigation
CR05249,Kidnapping,Kalaburagi,Shahnoor,2024-12-12,03:51,17.333729,76.873197,S3030,V7991,Unknown,Strangulation,5,Investigation
CR05250,Kidnapping,Hubballi-Dharwad,Bharat,2023-07-16,15:17,15.371486,75.098381,S1582,V8293,Stolen Vehicle,Bribery,2,Closed
CR05251,Burglary,Shivamogga,Salem,2024-11-05,17:14,13.887035,75.599306,S1360,V5807,Crowbar,Scam call,1,Closed
CR05252,Burglary,Vijayapura,Station,2023-09-15,14:50,16.864165,75.739429,S4056,V8422,Firearm,Home invasion,5,Closed
CR05253,Kidnapping,Bengaluru Urban,Jayanagar,2024-05-03,14:53,13.015248,77.572106,S2843,V7340,Firearm,Strangulation,4,Closed
CR05254,Theft,Kalaburagi,College Road,2022-08-14,09:45,17.3053,76.871886,S3509,V5045,Stolen Vehicle,Hit and run,5,Investigation
CR05255,Drug Offence,Tumakuru,Vidyaranyapuram,2024-10-26,09:32,13.341312,77.12399,S1845,V5128,Rope,Domestic quarrel,5,Cold Case
CR05256,Murder,Tumakuru,Vidyaranyapuram,2024-01-05,06:34,13.34686,77.154227,S1986,V7717,Rope,Strangulation,5,Closed
CR05257,Robbery,Bengaluru Urban,Central,2023-05-08,03:48,12.961765,77.628253,S2775,V5592,Poison,Kidnap and ransom,1,Open
CR05258,Assault,Mangaluru,Boloor,2024-10-31,04:12,12.898071,74.900183,S1451,V8673,Crowbar,Scam call,5,Open
CR05259,Cyber Fraud,Mangaluru,Boloor,2022-09-16,16:06,12.870198,74.862749,S4682,V8852,Crowbar,Domestic quarrel,5,Open
CR05260,Drug Offence,Mysuru,Gokulam,2023-05-19,07:17,12.322937,76.598611,S4594,V6902,Poison,Home invasion,3,Cold Case
CR05261,Cyber Fraud,Hubballi-Dharwad,Gokul Road,2022-02-21,06:22,15.403074,75.168449,S4698,V6892,Crowbar,Hit and run,4,Cold Case
CR05262,Theft,Tumakuru,Chitradurga Road,2023-09-08,01:12,13.386452,77.120731,S4984,V8689,None,Hit and run,2,Cold Case
CR05263,Cyber Fraud,Ballari,Sampangi,2022-07-14,00:30,15.176124,76.905778,S2962,V6178,Poison,Cyber intrusion,4,Closed
CR05264,Assault,Mangaluru,Pandeshwar,2022-03-31,02:01,12.918925,74.828279,S4734,V8286,Firearm,Scam call,4,Closed
CR05265,Robbery,Vijayapura,Station,2024-07-11,06:40,16.849323,75.737059,S1596,V7382,Unknown,Pickpocketing,5,Cold Case
CR05266,Murder,Mangaluru,Kankanady,2024-04-06,01:03,12.90255,74.830315,S2038,V5351,Mobile,Scam call,4,Cold Case
CR05267,Theft,Tumakuru,Temple Road,2023-03-02,17:56,13.359849,77.082014,S2387,V8284,Crowbar,Bribery,2,Arrested
CR05268,Drug Offence,Belagavi,Sammathal,2024-08-25,17:20,15.869492,74.485591,S1977,V6858,Rope,Pickpocketing,2,Arrested
CR05269,Robbery,Bengaluru Urban,Majestic,2022-02-05,03:28,13.013625,77.581566,S1982,V5231,None,Kidnap and ransom,4,Arrested
CR05270,Burglary,Shivamogga,Salem,2024-07-08,01:58,13.970638,75.555262,S2653,V6533,Poison,Bribery,1,Arrested
CR05271,Vehicle Theft,Tumakuru,Chitradurga Road,2024-01-21,01:06,13.365166,77.142002,S3057,V8654,Rope,Strangulation,4,Closed
CR05272,Vehicle Theft,Hubballi-Dharwad,Bharat,2022-03-14,11:49,15.327698,75.145862,S2344,V8437,Bat,Pickpocketing,1,Cold Case
CR05273,Murder,Kalaburagi,College Road,2024-09-07,04:42,17.289624,76.833733,S2092,V7895,Unknown,Pickpocketing,4,Arrested
CR05274,Robbery,Mysuru,Chamraj,2022-03-23,01:51,12.311274,76.67339,S2723,V6596,Mobile,Bribery,2,Open
CR05275,Assault,Vijayapura,Nehru Road,2023-12-17,09:39,16.812558,75.708328,S4554,V8387,Knife,Kidnap and ransom,4,Arrested
CR05276,Kidnapping,Mysuru,Chamraj,2024-05-25,07:22,12.296301,76.595401,S1177,V7793,Stolen Vehicle,Strangulation,1,Investigation
CR05277,Kidnapping,Ballari,Sampangi,2022-03-17,19:24,15.117152,76.90934,S4011,V5671,None,Forced entry,4,Investigation
CR05278,Domestic Violence,Belagavi,Shahu Nagar,2023-10-11,08:18,15.830721,74.493331,S2904,V8487,None,Strangulation,5,Cold Case
CR05279,Robbery,Mysuru,VV Mohalla,2024-02-07,12:24,12.292525,76.659409,S2648,V6973,Stolen Vehicle,Forced entry,5,Closed
CR05280,Domestic Violence,Kalaburagi,Shahnoor,2023-05-29,15:19,17.306684,76.826265,S1059,V5807,Rope,Hit and run,4,Investigation
CR05281,Cyber Fraud,Vijayapura,Station,2023-11-08,02:20,16.848231,75.674475,S2686,V8257,Mobile,Bribery,5,Arrested
CR05282,Drug Offence,Mysuru,VV Mohalla,2024-04-01,00:07,12.32686,76.650886,S3256,V8213,Unknown,Strangulation,2,Investigation
CR05283,Burglary,Tumakuru,Temple Road,2023-10-19,15:37,13.351732,77.068489,S4017,V7808,Stolen Vehicle,Hit and run,1,Arrested
CR05284,Kidnapping,Ballari,Sampangi,2023-07-01,20:25,15.16589,76.939817,S2738,V8188,Unknown,Forced entry,5,Cold Case
CR05285,Domestic Violence,Hubballi-Dharwad,Gokul Road,2022-09-03,18:56,15.340196,75.089148,S2573,V8885,Crowbar,Pickpocketing,4,Arrested
CR05286,Assault,Vijayapura,Old City,2022-12-05,18:13,16.807157,75.687993,S2401,V6677,Mobile,Bribery,2,Cold Case
CR05287,Theft,Vijayapura,Nehru Road,2024-06-07,10:36,16.836887,75.687242,S4134,V7961,Bat,Cyber intrusion,4,Arrested
CR05288,Assault,Bengaluru Urban,Jayanagar,2022-11-03,18:33,12.93465,77.602499,S1294,V8917,Poison,Scam call,5,Closed
CR05289,Kidnapping,Vijayapura,Old City,2024-10-15,21:00,16.835087,75.665361,S1258,V8025,Knife,Strangulation,3,Open
CR05290,Vehicle Theft,Hubballi-Dharwad,Bharat,2023-03-29,02:25,15.376669,75.128362,S2341,V6098,Bat,Bribery,1,Closed
CR05291,Kidnapping,Mangaluru,Boloor,2022-04-23,15:35,12.951391,74.881127,S2852,V7617,Bat,Strangulation,2,Closed
CR05292,Robbery,Mysuru,Gokulam,2023-08-02,08:11,12.279413,76.666945,S1717,V7822,Crowbar,Cyber intrusion,4,Open
CR05293,Kidnapping,Mangaluru,Pandeshwar,2025-01-01,20:26,12.956412,74.863135,S3844,V6705,Firearm,Strangulation,4,Open
CR05294,Kidnapping,Shivamogga,Salem,2022-07-25,08:54,13.95086,75.523251,S2773,V5651,Rope,Scam call,1,Open
CR05295,Assault,Mangaluru,Pandeshwar,2023-01-25,15:22,12.952387,74.824933,S3609,V6562,Poison,Home invasion,1,Arrested
CR05296,Robbery,Belagavi,Nipani,2023-04-10,19:00,15.832179,74.52629,S1115,V7876,Crowbar,Scam call,3,Investigation
CR05297,Kidnapping,Shivamogga,Nagara,2024-06-13,18:26,13.93916,75.593364,S2084,V6313,Firearm,Kidnap and ransom,4,Open
CR05298,Cyber Fraud,Ballari,Sampangi,2024-01-13,09:17,15.160319,76.965402,S1239,V8535,Unknown,Forced entry,5,Closed
CR05299,Cyber Fraud,Mysuru,VV Mohalla,2022-07-30,02:49,12.266353,76.637603,S4307,V8850,Bat,Pickpocketing,2,Cold Case
CR05300,Vehicle Theft,Bengaluru Urban,Koramangala,2024-10-24,02:06,12.989052,77.590434,S4993,V5651,Unknown,Domestic quarrel,3,Arrested
CR05301,Murder,Vijayapura,Nehru Road,2023-12-01,18:39,16.829994,75.669782,S2881,V6905,Bat,Pickpocketing,5,Arrested
CR05302,Burglary,Mysuru,Gokulam,2022-06-02,09:38,12.261927,76.626422,S3286,V6615,Rope,Kidnap and ransom,2,Arrested
CR05303,Murder,Tumakuru,Temple Road,2022-03-23,13:28,13.314523,77.109762,S2077,V6464,None,Home invasion,2,Closed
CR05304,Burglary,Ballari,Sampangi,2023-07-14,03:06,15.117609,76.877511,S4307,V6390,Firearm,Domestic quarrel,5,Closed
CR05305,Vehicle Theft,Kalaburagi,Station Road,2022-02-13,12:39,17.354315,76.841777,S1103,V6213,Crowbar,Bribery,5,Closed
CR05306,Vehicle Theft,Hubballi-Dharwad,Gabburda,2023-02-15,11:15,15.390246,75.148588,S1424,V7806,Firearm,Domestic quarrel,3,Investigation
CR05307,Assault,Ballari,Karnataka,2024-07-30,14:14,15.103246,76.915119,S1556,V8047,None,Cyber intrusion,2,Cold Case
CR05308,Vehicle Theft,Tumakuru,Vidyaranyapuram,2024-07-29,08:21,13.299859,77.097323,S3294,V8129,Stolen Vehicle,Hit and run,5,Closed
CR05309,Vehicle Theft,Tumakuru,Chitradurga Road,2024-03-02,09:00,13.31395,77.117004,S3169,V7816,Knife,Cyber intrusion,5,Closed
CR05310,Assault,Kalaburagi,Shahnoor,2024-09-12,23:38,17.298487,76.837038,S3486,V7655,Rope,Home invasion,2,Arrested
CR05311,Domestic Violence,Mysuru,VV Mohalla,2023-11-28,01:52,12.338151,76.671338,S2458,V6924,Bat,Pickpocketing,2,Investigation
CR05312,Assault,Hubballi-Dharwad,Bharat,2024-08-15,12:19,15.363729,75.130164,S2327,V6131,Rope,Forced entry,1,Arrested
CR05313,Vehicle Theft,Bengaluru Urban,Central,2024-06-27,07:49,12.993597,77.59859,S1404,V7392,Bat,Home invasion,1,Investigation
CR05314,Theft,Mysuru,Gokulam,2023-09-06,23:27,12.327476,76.648998,S3905,V6436,Crowbar,Hit and run,2,Arrested
CR05315,Cyber Fraud,Ballari,Karnataka,2023-08-09,09:02,15.139109,76.90803,S1351,V6458,Firearm,Forced entry,2,Arrested
CR05316,Burglary,Mysuru,VV Mohalla,2023-06-02,21:09,12.29804,76.616931,S1530,V5562,Crowbar,Cyber intrusion,4,Open
CR05317,Cyber Fraud,Vijayapura,Station,2024-05-31,07:50,16.86283,75.751897,S3490,V7123,Bat,Hit and run,1,Closed
CR05318,Cyber Fraud,Hubballi-Dharwad,Gabburda,2023-01-28,01:03,15.321547,75.122308,S3388,V7081,Stolen Vehicle,Home invasion,2,Arrested
CR05319,Domestic Violence,Tumakuru,Temple Road,2023-03-30,07:58,13.31967,77.120017,S3010,V8329,Rope,Hit and run,5,Cold Case
CR05320,Assault,Vijayapura,Nehru Road,2023-03-02,12:29,16.864888,75.7026,S4759,V7683,Firearm,Kidnap and ransom,3,Open
CR05321,Murder,Mangaluru,Pandeshwar,2024-07-26,18:12,12.888178,74.882405,S2178,V5411,None,Strangulation,5,Cold Case
CR05322,Robbery,Mysuru,Chamraj,2023-10-31,20:00,12.264099,76.672286,S3158,V8829,Rope,Strangulation,3,Investigation
CR05323,Robbery,Bengaluru Urban,Majestic,2022-07-11,14:24,12.970494,77.619806,S2468,V6024,Mobile,Home invasion,1,Closed
CR05324,Murder,Belagavi,Sammathal,2023-02-20,16:50,15.836638,74.504289,S4150,V6702,Unknown,Strangulation,4,Investigation
CR05325,Vehicle Theft,Ballari,Karnataka,2023-09-10,07:15,15.180024,76.93287,S3138,V6592,Rope,Kidnap and ransom,1,Cold Case
CR05326,Burglary,Hubballi-Dharwad,Gabburda,2024-09-19,20:52,15.374913,75.118869,S2217,V7490,Crowbar,Scam call,2,Arrested
CR05327,Burglary,Belagavi,Sammathal,2022-03-23,04:46,15.857804,74.456908,S4809,V8259,Knife,Cyber intrusion,4,Arrested
CR05328,Burglary,Tumakuru,Chitradurga Road,2024-07-13,01:52,13.377786,77.126105,S3857,V7643,Knife,Hit and run,3,Open
CR05329,Vehicle Theft,Ballari,Sampangi,2023-12-06,01:29,15.101734,76.965394,S2349,V5481,Mobile,Strangulation,2,Investigation
CR05330,Assault,Belagavi,Shahu Nagar,2023-09-30,12:13,15.868477,74.466843,S1028,V5552,None,Scam call,2,Investigation
CR05331,Assault,Mysuru,Gokulam,2022-06-24,11:34,12.330337,76.628834,S1271,V7500,Mobile,Cyber intrusion,3,Investigation
CR05332,Burglary,Kalaburagi,College Road,2022-11-04,16:57,17.315442,76.830626,S4569,V8745,Unknown,Domestic quarrel,3,Closed
CR05333,Vehicle Theft,Hubballi-Dharwad,Gabburda,2024-03-13,07:32,15.36189,75.156864,S1803,V8835,None,Kidnap and ransom,5,Investigation
CR05334,Assault,Bengaluru Urban,Koramangala,2022-09-21,11:41,12.956028,77.618044,S4651,V6760,Bat,Strangulation,2,Arrested
CR05335,Murder,Shivamogga,Salem,2024-03-26,16:03,13.941754,75.55664,S1533,V8843,Stolen Vehicle,Cyber intrusion,1,Open
CR05336,Kidnapping,Mysuru,Chamraj,2022-07-25,04:32,12.261488,76.598604,S4335,V6332,Bat,Cyber intrusion,5,Open
CR05337,Kidnapping,Hubballi-Dharwad,Bharat,2023-09-21,15:49,15.341909,75.11279,S3553,V7948,Knife,Kidnap and ransom,5,Cold Case
CR05338,Kidnapping,Mysuru,Gokulam,2022-04-16,01:03,12.283439,76.598194,S4022,V7266,Stolen Vehicle,Pickpocketing,3,Open
CR05339,Burglary,Belagavi,Shahu Nagar,2022-08-05,05:06,15.845737,74.507905,S2854,V7861,Mobile,Kidnap and ransom,1,Arrested
CR05340,Burglary,Belagavi,Sammathal,2024-08-23,15:58,15.860367,74.455741,S2226,V8781,Knife,Strangulation,3,Closed
CR05341,Burglary,Ballari,Shantinagar,2023-04-28,02:31,15.129819,76.896102,S1271,V7619,Knife,Strangulation,2,Cold Case
CR05342,Murder,Hubballi-Dharwad,Gokul Road,2024-11-08,22:20,15.370908,75.142367,S2564,V5696,Firearm,Hit and run,4,Open
CR05343,Murder,Hubballi-Dharwad,Gabburda,2023-04-19,05:00,15.371607,75.138911,S2217,V5094,Bat,Pickpocketing,1,Closed
CR05344,Cyber Fraud,Kalaburagi,Shahnoor,2023-07-20,18:38,17.356182,76.80225,S4782,V6979,Rope,Cyber intrusion,2,Closed
CR05345,Burglary,Belagavi,Sammathal,2024-04-10,23:35,15.8895,74.476797,S1595,V7522,Crowbar,Domestic quarrel,5,Cold Case
CR05346,Theft,Ballari,Shantinagar,2023-05-07,09:51,15.138857,76.885802,S3821,V7131,Unknown,Bribery,5,Cold Case
CR05347,Drug Offence,Mangaluru,Kankanady,2024-11-07,07:36,12.91685,74.889567,S3645,V7640,Rope,Home invasion,4,Investigation
CR05348,Vehicle Theft,Bengaluru Urban,Jayanagar,2024-02-17,04:45,12.947214,77.58295,S1487,V7677,Mobile,Domestic quarrel,5,Cold Case
CR05349,Robbery,Mysuru,VV Mohalla,2023-03-28,18:47,12.278703,76.615575,S4138,V8029,Stolen Vehicle,Strangulation,3,Cold Case
CR05350,Drug Offence,Kalaburagi,Shahnoor,2022-02-01,10:10,17.370896,76.830772,S4823,V8029,Unknown,Hit and run,4,Cold Case
CR05351,Theft,Mangaluru,Boloor,2023-07-22,15:04,12.92096,74.820141,S4653,V6731,Stolen Vehicle,Forced entry,2,Closed
CR05352,Vehicle Theft,Hubballi-Dharwad,Gabburda,2023-05-06,19:26,15.393968,75.165451,S4190,V8719,Unknown,Domestic quarrel,5,Closed
CR05353,Theft,Hubballi-Dharwad,Gabburda,2024-11-30,07:58,15.353194,75.094176,S4899,V6031,Stolen Vehicle,Hit and run,4,Closed
CR05354,Kidnapping,Shivamogga,Nagara,2023-09-21,14:00,13.907097,75.539589,S2211,V5568,None,Cyber intrusion,3,Investigation
CR05355,Robbery,Bengaluru Urban,Koramangala,2023-04-23,01:20,12.976167,77.637056,S4721,V8556,Firearm,Forced entry,2,Cold Case
CR05356,Murder,Shivamogga,Nagara,2024-07-14,04:20,13.91295,75.525022,S2134,V8470,Unknown,Strangulation,4,Closed
CR05357,Murder,Tumakuru,Vidyaranyapuram,2022-11-02,06:11,13.378654,77.092872,S3494,V5044,Knife,Pickpocketing,2,Cold Case
CR05358,Vehicle Theft,Tumakuru,Chitradurga Road,2022-08-26,17:13,13.37188,77.12835,S4377,V8099,Stolen Vehicle,Strangulation,5,Cold Case
CR05359,Assault,Shivamogga,Nagara,2024-10-10,02:42,13.95126,75.613049,S4320,V8295,None,Kidnap and ransom,4,Cold Case
CR05360,Theft,Hubballi-Dharwad,Gabburda,2022-07-10,14:10,15.35487,75.154048,S4933,V7945,Poison,Hit and run,1,Closed
CR05361,Murder,Vijayapura,Nehru Road,2024-05-19,02:24,16.829905,75.692059,S2772,V6125,Mobile,Hit and run,4,Closed
CR05362,Domestic Violence,Bengaluru Urban,Majestic,2024-02-21,03:56,13.002601,77.631796,S1718,V5266,Unknown,Domestic quarrel,2,Investigation
CR05363,Domestic Violence,Ballari,Sampangi,2024-09-02,01:23,15.105138,76.942963,S2295,V7678,Crowbar,Home invasion,2,Investigation
CR05364,Assault,Bengaluru Urban,Jayanagar,2022-03-04,13:40,12.992751,77.592022,S4572,V5841,Unknown,Home invasion,4,Investigation
CR05365,Robbery,Mysuru,Chamraj,2023-08-14,10:17,12.328453,76.620132,S4537,V6894,Firearm,Forced entry,1,Cold Case
CR05366,Drug Offence,Hubballi-Dharwad,Gokul Road,2022-02-22,16:14,15.401217,75.088045,S1144,V8356,Mobile,Hit and run,3,Open
CR05367,Burglary,Hubballi-Dharwad,Gokul Road,2024-04-27,17:46,15.328056,75.157335,S1775,V7159,Stolen Vehicle,Strangulation,4,Cold Case
CR05368,Murder,Hubballi-Dharwad,Gokul Road,2023-11-14,20:23,15.334152,75.112192,S3837,V5314,Bat,Forced entry,4,Closed
CR05369,Robbery,Kalaburagi,Station Road,2023-08-17,22:11,17.352979,76.792375,S2019,V5501,Poison,Domestic quarrel,2,Closed
CR05370,Cyber Fraud,Mangaluru,Boloor,2023-06-29,18:04,12.907263,74.840683,S1548,V5576,Unknown,Forced entry,2,Closed
CR05371,Kidnapping,Mysuru,Gokulam,2022-04-23,06:03,12.291808,76.657689,S4843,V6994,Poison,Cyber intrusion,1,Arrested
CR05372,Murder,Tumakuru,Chitradurga Road,2023-10-31,01:10,13.328709,77.140866,S3989,V8800,Bat,Hit and run,3,Open
CR05373,Drug Offence,Vijayapura,Station,2022-04-23,14:13,16.780462,75.67389,S2698,V8145,Mobile,Pickpocketing,5,Closed
CR05374,Assault,Mangaluru,Boloor,2022-11-17,18:10,12.956767,74.861373,S4964,V7334,Mobile,Strangulation,4,Open
